mask,image,road_pixels,outside_pixels
000356.png,yolo_lane_following/dataset/images/train/s00_000432.jpg,12999,9881
000357.png,yolo_lane_following/dataset/images/train/s00_000432_obs.jpg,12999,9790
000358.png,yolo_lane_following/dataset/images/train/s00_000434.jpg,13069,9288
000359.png,yolo_lane_following/dataset/images/train/s00_000434_obs.jpg,13087,9073
000360.png,yolo_lane_following/dataset/images/train/s00_000436.jpg,12644,8996
000361.png,yolo_lane_following/dataset/images/train/s00_000436_obs.jpg,12952,8696
000362.png,yolo_lane_following/dataset/images/train/s00_000438.jpg,12570,9612
000363.png,yolo_lane_following/dataset/images/train/s00_000440.jpg,11900,11914
000364.png,yolo_lane_following/dataset/images/train/s00_000440_obs.jpg,11900,11914
000365.png,yolo_lane_following/dataset/images/train/s00_000442.jpg,11715,12372
000366.png,yolo_lane_following/dataset/images/train/s00_000442_obs.jpg,11421,12372
000367.png,yolo_lane_following/dataset/images/train/s00_000444.jpg,11653,10266
000368.png,yolo_lane_following/dataset/images/train/s00_000444_obs.jpg,11653,10003
000369.png,yolo_lane_following/dataset/images/train/s00_000446.jpg,11837,8364
000370.png,yolo_lane_following/dataset/images/train/s00_000446_obs.jpg,11658,8560
000371.png,yolo_lane_following/dataset/images/train/s00_000448.jpg,8340,9909
000372.png,yolo_lane_following/dataset/images/train/s00_000448_obs.jpg,8575,9822
000373.png,yolo_lane_following/dataset/images/train/s00_000450.jpg,4764,11392
000374.png,yolo_lane_following/dataset/images/train/s00_000450_obs.jpg,4846,11327
000375.png,yolo_lane_following/dataset/images/train/s00_000452.jpg,6374,12205
000376.png,yolo_lane_following/dataset/images/train/s00_000452_obs.jpg,6374,12011
000377.png,yolo_lane_following/dataset/images/train/s00_000454.jpg,7203,12729
000378.png,yolo_lane_following/dataset/images/train/s00_000456.jpg,7504,11355
000379.png,yolo_lane_following/dataset/images/train/s00_000456_obs.jpg,7504,11269
000380.png,yolo_lane_following/dataset/images/train/s00_000458.jpg,7315,9598
000381.png,yolo_lane_following/dataset/images/train/s00_000458_obs.jpg,7666,9589
000382.png,yolo_lane_following/dataset/images/train/s00_000460.jpg,7744,9397
000383.png,yolo_lane_following/dataset/images/train/s00_000460_obs.jpg,7744,9018
000384.png,yolo_lane_following/dataset/images/train/s00_000462.jpg,5911,10726
000385.png,yolo_lane_following/dataset/images/train/s00_000462_obs.jpg,5911,10402
000386.png,yolo_lane_following/dataset/images/train/s00_000464.jpg,5333,10627
000387.png,yolo_lane_following/dataset/images/train/s00_000466.jpg,5374,10557
000388.png,yolo_lane_following/dataset/images/train/s00_000466_obs.jpg,5374,10148
000389.png,yolo_lane_following/dataset/images/train/s00_000468.jpg,5247,10296
000390.png,yolo_lane_following/dataset/images/train/s00_000468_obs.jpg,5623,9947
000391.png,yolo_lane_following/dataset/images/train/s00_000470.jpg,4912,11073
000392.png,yolo_lane_following/dataset/images/train/s00_000472.jpg,5275,11243
000393.png,yolo_lane_following/dataset/images/train/s00_000472_obs.jpg,5496,11025
000394.png,yolo_lane_following/dataset/images/train/s00_000474.jpg,4938,11171
000395.png,yolo_lane_following/dataset/images/train/s00_000474_obs.jpg,4938,10757
000396.png,yolo_lane_following/dataset/images/train/s00_000476.jpg,5339,9764
000397.png,yolo_lane_following/dataset/images/train/s00_000478.jpg,5207,10119
000398.png,yolo_lane_following/dataset/images/train/s00_000478_obs.jpg,5207,10378
000399.png,yolo_lane_following/dataset/images/train/s00_000480.jpg,4068,11891
000400.png,yolo_lane_following/dataset/images/train/s00_000482.jpg,3002,12239
000401.png,yolo_lane_following/dataset/images/train/s00_000484.jpg,24441,10207
000402.png,yolo_lane_following/dataset/images/train/s00_000484_obs.jpg,24708,10000
000403.png,yolo_lane_following/dataset/images/train/s00_000486.jpg,27839,6746
000404.png,yolo_lane_following/dataset/images/train/s00_000488.jpg,27365,7197
000405.png,yolo_lane_following/dataset/images/train/s00_000490.jpg,26769,7849
000406.png,yolo_lane_following/dataset/images/train/s00_000490_obs.jpg,26568,8020
000407.png,yolo_lane_following/dataset/images/train/s00_000492.jpg,24126,10275
000408.png,yolo_lane_following/dataset/images/train/s00_000492_obs.jpg,23902,9959
000409.png,yolo_lane_following/dataset/images/train/s00_000494.jpg,24427,9736
000410.png,yolo_lane_following/dataset/images/train/s00_000494_obs.jpg,24433,9731
000411.png,yolo_lane_following/dataset/images/train/s00_000496.jpg,24806,9438
000412.png,yolo_lane_following/dataset/images/train/s00_000496_obs.jpg,24817,9430
000413.png,yolo_lane_following/dataset/images/train/s02_000000.jpg,18128,6305
000414.png,yolo_lane_following/dataset/images/train/s02_000001.jpg,19352,4725
000415.png,yolo_lane_following/dataset/images/train/s02_000001_obs.jpg,18947,4725
000416.png,yolo_lane_following/dataset/images/train/s02_000002.jpg,18747,6499
000417.png,yolo_lane_following/dataset/images/train/s02_000002_obs.jpg,18747,6499
000418.png,yolo_lane_following/dataset/images/train/s02_000003.jpg,18455,6091
000419.png,yolo_lane_following/dataset/images/train/s02_000003_obs.jpg,18065,6491
000420.png,yolo_lane_following/dataset/images/train/s02_000004.jpg,18454,6070
000421.png,yolo_lane_following/dataset/images/train/s02_000004_obs.jpg,18005,6531
000422.png,yolo_lane_following/dataset/images/train/s02_000005.jpg,18232,5752
000423.png,yolo_lane_following/dataset/images/train/s02_000006.jpg,19311,5979
000424.png,yolo_lane_following/dataset/images/train/s02_000006_obs.jpg,18950,6348
000425.png,yolo_lane_following/dataset/images/train/s02_000007.jpg,28869,6830
000426.png,yolo_lane_following/dataset/images/train/s02_000008.jpg,30219,5405
000427.png,yolo_lane_following/dataset/images/train/s02_000008_obs.jpg,30218,5405
000428.png,yolo_lane_following/dataset/images/train/s02_000009.jpg,30768,5146
000429.png,yolo_lane_following/dataset/images/train/s02_000009_obs.jpg,30768,5146
000430.png,yolo_lane_following/dataset/images/train/s02_000010.jpg,19242,5782
000431.png,yolo_lane_following/dataset/images/train/s02_000010_obs.jpg,19453,5553
000432.png,yolo_lane_following/dataset/images/train/s02_000011.jpg,28446,6548
000433.png,yolo_lane_following/dataset/images/train/s02_000011_obs.jpg,28446,6548
000434.png,yolo_lane_following/dataset/images/train/s02_000012.jpg,19141,5023
000435.png,yolo_lane_following/dataset/images/train/s02_000012_obs.jpg,19141,5023
000436.png,yolo_lane_following/dataset/images/train/s02_000013.jpg,19093,5271
000437.png,yolo_lane_following/dataset/images/train/s02_000014.jpg,30084,5425
000438.png,yolo_lane_following/dataset/images/train/s02_000014_obs.jpg,30084,5425
000439.png,yolo_lane_following/dataset/images/train/s02_000015.jpg,30412,4926
000440.png,yolo_lane_following/dataset/images/train/s02_000015_obs.jpg,30065,4930
000441.png,yolo_lane_following/dataset/images/train/s02_000016.jpg,20026,4327
000442.png,yolo_lane_following/dataset/images/train/s02_000016_obs.jpg,19542,4826
000443.png,yolo_lane_following/dataset/images/train/s02_000017.jpg,20181,4489
000444.png,yolo_lane_following/dataset/images/train/s02_000017_obs.jpg,19881,4798
000445.png,yolo_lane_following/dataset/images/train/s02_000018.jpg,19701,4749
000446.png,yolo_lane_following/dataset/images/train/s02_000018_obs.jpg,19701,4749
000447.png,yolo_lane_following/dataset/images/train/s02_000019.jpg,16410,5600
000448.png,yolo_lane_following/dataset/images/train/s02_000020.jpg,20084,4823
000449.png,yolo_lane_following/dataset/images/train/s02_000020_obs.jpg,19685,5229
000450.png,yolo_lane_following/dataset/images/train/s02_000021.jpg,19607,5302
000451.png,yolo_lane_following/dataset/images/train/s02_000021_obs.jpg,19082,5302
000452.png,yolo_lane_following/dataset/images/train/s02_000022.jpg,20235,4255
000453.png,yolo_lane_following/dataset/images/train/s02_000023.jpg,20375,4266
000454.png,yolo_lane_following/dataset/images/train/s02_000023_obs.jpg,20375,4266
000455.png,yolo_lane_following/dataset/images/train/s02_000024.jpg,31172,4674
000456.png,yolo_lane_following/dataset/images/train/s02_000024_obs.jpg,31172,4674
000457.png,yolo_lane_following/dataset/images/train/s02_000025.jpg,17622,6052
000458.png,yolo_lane_following/dataset/images/train/s02_000025_obs.jpg,17622,6052
000459.png,yolo_lane_following/dataset/images/train/s02_000026.jpg,17758,6009
000460.png,yolo_lane_following/dataset/images/train/s02_000027.jpg,17344,6269
000461.png,yolo_lane_following/dataset/images/train/s02_000027_obs.jpg,16784,6269
000462.png,yolo_lane_following/dataset/images/train/s02_000028.jpg,29854,5611
000463.png,yolo_lane_following/dataset/images/train/s02_000028_obs.jpg,30270,5268
000464.png,yolo_lane_following/dataset/images/train/s02_000029.jpg,30089,5442
000465.png,yolo_lane_following/dataset/images/train/s02_000030.jpg,29851,5517
000466.png,yolo_lane_following/dataset/images/train/s02_000030_obs.jpg,29851,5517
000467.png,yolo_lane_following/dataset/images/train/s02_000031.jpg,16504,9708
000468.png,yolo_lane_following/dataset/images/train/s02_000031_obs.jpg,16166,9708
000469.png,yolo_lane_following/dataset/images/train/s02_000032.jpg,16810,8208
000470.png,yolo_lane_following/dataset/images/train/s02_000032_obs.jpg,16810,8208
000471.png,yolo_lane_following/dataset/images/train/s02_000033.jpg,16626,9968
000472.png,yolo_lane_following/dataset/images/train/s02_000034.jpg,16533,9118
000473.png,yolo_lane_following/dataset/images/train/s02_000034_obs.jpg,15861,9118
000474.png,yolo_lane_following/dataset/images/train/s02_000035.jpg,16442,5795
000475.png,yolo_lane_following/dataset/images/train/s02_000036.jpg,19352,4725
000476.png,yolo_lane_following/dataset/images/train/s02_000037.jpg,19282,4819
000477.png,yolo_lane_following/dataset/images/train/s02_000038.jpg,19439,4423
000478.png,yolo_lane_following/dataset/images/train/s02_000038_obs.jpg,19439,4423
000479.png,yolo_lane_following/dataset/images/train/s02_000039.jpg,19664,3750
000480.png,yolo_lane_following/dataset/images/train/s02_000040.jpg,32093,3598
000481.png,yolo_lane_following/dataset/images/train/s02_000040_obs.jpg,31533,4176
000482.png,yolo_lane_following/dataset/images/train/s02_000041.jpg,31405,3835
000483.png,yolo_lane_following/dataset/images/train/s02_000042.jpg,19949,3768
000484.png,yolo_lane_following/dataset/images/train/s02_000042_obs.jpg,19949,3768
000485.png,yolo_lane_following/dataset/images/train/s02_000043.jpg,30099,4463
000486.png,yolo_lane_following/dataset/images/train/s02_000043_obs.jpg,29907,4463
000487.png,yolo_lane_following/dataset/images/train/s02_000044.jpg,29193,4983
000488.png,yolo_lane_following/dataset/images/train/s02_000045.jpg,30769,4578
000489.png,yolo_lane_following/dataset/images/train/s02_000045_obs.jpg,30469,4578
000490.png,yolo_lane_following/dataset/images/train/s02_000046.jpg,29824,5546
000491.png,yolo_lane_following/dataset/images/train/s02_000046_obs.jpg,29824,5546
000492.png,yolo_lane_following/dataset/images/train/s02_000047.jpg,29423,5831
000493.png,yolo_lane_following/dataset/images/train/s02_000048.jpg,30783,4899
000494.png,yolo_lane_following/dataset/images/train/s02_000049.jpg,29512,6111
000495.png,yolo_lane_following/dataset/images/train/s02_000050.jpg,30373,5312
000496.png,yolo_lane_following/dataset/images/train/s02_000050_obs.jpg,30601,5170
000497.png,yolo_lane_following/dataset/images/train/s02_000051.jpg,30280,5540
000498.png,yolo_lane_following/dataset/images/train/s02_000051_obs.jpg,29814,5540
000499.png,yolo_lane_following/dataset/images/train/s02_000052.jpg,26887,6370
000500.png,yolo_lane_following/dataset/images/train/s02_000053.jpg,17555,7461
000501.png,yolo_lane_following/dataset/images/train/s02_000053_obs.jpg,17595,7424
000502.png,yolo_lane_following/dataset/images/train/s02_000054.jpg,18237,7034
000503.png,yolo_lane_following/dataset/images/train/s02_000055.jpg,18702,6516
000504.png,yolo_lane_following/dataset/images/train/s02_000056.jpg,18771,6179
000505.png,yolo_lane_following/dataset/images/train/s02_000057.jpg,18909,5730
000506.png,yolo_lane_following/dataset/images/train/s02_000057_obs.jpg,18603,6045
000507.png,yolo_lane_following/dataset/images/train/s02_000058.jpg,18856,5045
000508.png,yolo_lane_following/dataset/images/train/s02_000058_obs.jpg,18856,5045
000509.png,yolo_lane_following/dataset/images/train/s02_000059.jpg,19676,4377
000510.png,yolo_lane_following/dataset/images/train/s02_000059_obs.jpg,19676,4377
000511.png,yolo_lane_following/dataset/images/train/s02_000060.jpg,18510,7075
000512.png,yolo_lane_following/dataset/images/train/s02_000060_obs.jpg,18510,7075
000513.png,yolo_lane_following/dataset/images/train/s02_000061.jpg,16869,5322
000514.png,yolo_lane_following/dataset/images/train/s02_000062.jpg,17163,5241
000515.png,yolo_lane_following/dataset/images/train/s02_000062_obs.jpg,17163,5241
000516.png,yolo_lane_following/dataset/images/train/s02_000063.jpg,17455,7482
000517.png,yolo_lane_following/dataset/images/train/s02_000063_obs.jpg,17133,7813
000518.png,yolo_lane_following/dataset/images/train/s02_000064.jpg,29513,4951
000519.png,yolo_lane_following/dataset/images/train/s02_000064_obs.jpg,29513,4951
000520.png,yolo_lane_following/dataset/images/train/s02_000065.jpg,30669,3913
000521.png,yolo_lane_following/dataset/images/train/s02_000066.jpg,30035,5699
000522.png,yolo_lane_following/dataset/images/train/s02_000066_obs.jpg,30035,5699
000523.png,yolo_lane_following/dataset/images/train/s02_000067.jpg,17532,6375
000524.png,yolo_lane_following/dataset/images/train/s02_000067_obs.jpg,17424,6375
000525.png,yolo_lane_following/dataset/images/train/s02_000068.jpg,17972,6654
000526.png,yolo_lane_following/dataset/images/train/s02_000068_obs.jpg,17847,6779
000527.png,yolo_lane_following/dataset/images/train/s02_000069.jpg,17850,6368
000528.png,yolo_lane_following/dataset/images/train/s02_000069_obs.jpg,18161,6239
000529.png,yolo_lane_following/dataset/images/train/s02_000070.jpg,26774,5046
000530.png,yolo_lane_following/dataset/images/train/s02_000070_obs.jpg,26476,5339
000531.png,yolo_lane_following/dataset/images/train/s02_000071.jpg,30210,5287
000532.png,yolo_lane_following/dataset/images/train/s02_000071_obs.jpg,30049,4962
000533.png,yolo_lane_following/dataset/images/train/s02_000072.jpg,29359,5898
000534.png,yolo_lane_following/dataset/images/train/s02_000073.jpg,18274,6463
000535.png,yolo_lane_following/dataset/images/train/s02_000074.jpg,17869,6876
000536.png,yolo_lane_following/dataset/images/train/s02_000074_obs.jpg,17869,6876
000537.png,yolo_lane_following/dataset/images/train/s02_000075.jpg,18349,6182
000538.png,yolo_lane_following/dataset/images/train/s02_000076.jpg,18821,5885
000539.png,yolo_lane_following/dataset/images/train/s02_000076_obs.jpg,18821,5885
000540.png,yolo_lane_following/dataset/images/train/s02_000077.jpg,19084,5636
000541.png,yolo_lane_following/dataset/images/train/s02_000077_obs.jpg,18431,5601
000542.png,yolo_lane_following/dataset/images/train/s02_000078.jpg,19230,5190
000543.png,yolo_lane_following/dataset/images/train/s02_000079.jpg,19604,4998
000544.png,yolo_lane_following/dataset/images/train/s02_000079_obs.jpg,19586,4563
000545.png,yolo_lane_following/dataset/images/train/s02_000080.jpg,18747,6499
000546.png,yolo_lane_following/dataset/images/train/s02_000081.jpg,19860,4826
000547.png,yolo_lane_following/dataset/images/train/s02_000081_obs.jpg,19365,4826
000548.png,yolo_lane_following/dataset/images/train/s02_000082.jpg,19711,4878
000549.png,yolo_lane_following/dataset/images/train/s02_000082_obs.jpg,19711,4878
000550.png,yolo_lane_following/dataset/images/train/s02_000083.jpg,19604,4929
000551.png,yolo_lane_following/dataset/images/train/s02_000083_obs.jpg,19338,5202
000552.png,yolo_lane_following/dataset/images/train/s02_000084.jpg,30851,4793
000553.png,yolo_lane_following/dataset/images/train/s02_000084_obs.jpg,30883,4645
000554.png,yolo_lane_following/dataset/images/train/s02_000085.jpg,17637,7438
000555.png,yolo_lane_following/dataset/images/train/s02_000085_obs.jpg,17321,7717
000556.png,yolo_lane_following/dataset/images/train/s02_000086.jpg,30718,5022
000557.png,yolo_lane_following/dataset/images/train/s02_000086_obs.jpg,30409,4991
000558.png,yolo_lane_following/dataset/images/train/s02_000087.jpg,17982,7129
000559.png,yolo_lane_following/dataset/images/train/s02_000088.jpg,17961,6863
000560.png,yolo_lane_following/dataset/images/train/s02_000089.jpg,18069,6383
000561.png,yolo_lane_following/dataset/images/train/s02_000090.jpg,18287,6270
000562.png,yolo_lane_following/dataset/images/train/s02_000090_obs.jpg,18287,6270
000563.png,yolo_lane_following/dataset/images/train/s02_000091.jpg,18455,6091
000564.png,yolo_lane_following/dataset/images/train/s02_000092.jpg,18454,6070
000565.png,yolo_lane_following/dataset/images/train/s02_000092_obs.jpg,18193,6070
000566.png,yolo_lane_following/dataset/images/train/s02_000093.jpg,18232,5752
000567.png,yolo_lane_following/dataset/images/train/s02_000093_obs.jpg,18373,5611
000568.png,yolo_lane_following/dataset/images/train/s02_000094.jpg,19434,5549
000569.png,yolo_lane_following/dataset/images/train/s02_000094_obs.jpg,19434,5492
000570.png,yolo_lane_following/dataset/images/train/s02_000095.jpg,19311,5979
000571.png,yolo_lane_following/dataset/images/train/s02_000095_obs.jpg,19311,5979
000572.png,yolo_lane_following/dataset/images/train/s02_000096.jpg,28869,6830
000573.png,yolo_lane_following/dataset/images/train/s02_000096_obs.jpg,28869,6830
000574.png,yolo_lane_following/dataset/images/train/s02_000097.jpg,30219,5405
000575.png,yolo_lane_following/dataset/images/train/s02_000098.jpg,30768,5146
000576.png,yolo_lane_following/dataset/images/train/s02_000098_obs.jpg,30096,5834
000577.png,yolo_lane_following/dataset/images/train/s02_000099.jpg,19242,5782
000578.png,yolo_lane_following/dataset/images/train/s02_000099_obs.jpg,18714,5782
000579.png,yolo_lane_following/dataset/images/train/s02_000100.jpg,18669,5555
000580.png,yolo_lane_following/dataset/images/train/s02_000101.jpg,28446,6548
000581.png,yolo_lane_following/dataset/images/train/s02_000101_obs.jpg,28446,6548
000582.png,yolo_lane_following/dataset/images/train/s02_000102.jpg,19141,5023
000583.png,yolo_lane_following/dataset/images/train/s02_000103.jpg,19093,5271
000584.png,yolo_lane_following/dataset/images/train/s02_000104.jpg,30084,5425
000585.png,yolo_lane_following/dataset/images/train/s02_000105.jpg,30412,4926
000586.png,yolo_lane_following/dataset/images/train/s02_000105_obs.jpg,30397,4947
000587.png,yolo_lane_following/dataset/images/train/s02_000106.jpg,30230,5101
000588.png,yolo_lane_following/dataset/images/train/s02_000106_obs.jpg,29882,5458
000589.png,yolo_lane_following/dataset/images/train/s02_000107.jpg,20026,4327
000590.png,yolo_lane_following/dataset/images/train/s02_000107_obs.jpg,19818,4542
000591.png,yolo_lane_following/dataset/images/train/s02_000108.jpg,20181,4489
000592.png,yolo_lane_following/dataset/images/train/s02_000109.jpg,19701,4749
000593.png,yolo_lane_following/dataset/images/train/s02_000109_obs.jpg,19429,4749
000594.png,yolo_lane_following/dataset/images/train/s02_000110.jpg,16410,5600
000595.png,yolo_lane_following/dataset/images/train/s02_000110_obs.jpg,15969,5600
000596.png,yolo_lane_following/dataset/images/train/s02_000111.jpg,20084,4823
000597.png,yolo_lane_following/dataset/images/train/s02_000112.jpg,19607,5302
000598.png,yolo_lane_following/dataset/images/train/s02_000112_obs.jpg,19607,5302
000599.png,yolo_lane_following/dataset/images/train/s02_000113.jpg,20235,4255
000600.png,yolo_lane_following/dataset/images/train/s02_000113_obs.jpg,19893,4255
000601.png,yolo_lane_following/dataset/images/train/s02_000114.jpg,20375,4266
000602.png,yolo_lane_following/dataset/images/train/s02_000115.jpg,31172,4674
